branch_id,branch_name,kota,provinsi,average_rating,total_transactions
20356,Kimia Farma - Klinik-Apotek-Laboratorium,Batam,Kepulauan Riau,4.0270202020202008,396
15338,Kimia Farma - Apotek,Kotamobagu,Sulawesi Utara,4.0269633507853415,382
40462,Kimia Farma - Klinik-Apotek-Laboratorium,Cikampek,Jawa Barat,4.0269607843137276,408
96744,Kimia Farma - Klinik & Apotek,Karawang,Jawa Barat,4.0269326683291755,401
53199,Kimia Farma - Apotek,Sukabumi,Jawa Barat,4.0268844221105544,398
25572,Kimia Farma - Apotek,Bontang,Kalimantan Timur,4.026815642458101,358
40222,Kimia Farma - Apotek,Purwokerto,Jawa Tengah,4.0268156424580983,358
68228,Kimia Farma - Klinik-Apotek-Laboratorium,Jayapura,Papua,4.02670157068063,382
33006,Kimia Farma - Apotek,Karawang,Jawa Barat,4.0266081871345021,342
35285,Kimia Farma - Klinik & Apotek,Bogor,Jawa Barat,4.026562499999998,384
72283,Kimia Farma - Klinik & Apotek,Karawang,Jawa Barat,4.0265356265356269,407
55576,Kimia Farma - Klinik-Apotek-Laboratorium,Kendari,Sulawesi Tenggara,4.0264305177111739,367
13755,Kimia Farma - Klinik & Apotek,Pariaman,Sumatera Barat,4.0263157894736858,380
93665,Kimia Farma - Apotek,Tomohon,Sulawesi Utara,4.0262910798122107,426
92936,Kimia Farma - Klinik & Apotek,Ciamis,Jawa Barat,4.0262295081967219,366
75909,Kimia Farma - Apotek,Yogyakarta,DI Yogyakarta,4.0262086513994939,393
30408,Kimia Farma - Klinik-Apotek-Laboratorium,Pariaman,Sumatera Barat,4.0261194029850742,402
19641,Kimia Farma - Klinik-Apotek-Laboratorium,Manado,Sulawesi Utara,4.0260623229461778,353
90334,Kimia Farma - Apotek,Yogyakarta,DI Yogyakarta,4.0260526315789473,380
47454,Kimia Farma - Klinik-Apotek-Laboratorium,Indramayu,Jawa Barat,4.0259803921568613,408
80811,Kimia Farma - Klinik-Apotek-Laboratorium,Subang,Jawa Barat,4.0257985257985247,407
59449,Kimia Farma - Apotek,Indramayu,Jawa Barat,4.0257211538461579,416
78158,Kimia Farma - Apotek,Palu,Sulawesi Tengah,4.0256997455470769,393
48635,Kimia Farma - Apotek,Pangkalpinang,Bangka Belitung,4.0256410256410247,390
66525,Kimia Farma - Apotek,Sibolga,Sumatera Utara,4.0255528255528272,407
42402,Kimia Farma - Klinik-Apotek-Laboratorium,Balikpapan,Kalimantan Timur,4.0254408060453413,397
98932,Kimia Farma - Klinik & Apotek,Sukabumi,Jawa Barat,4.025427872860635,409
48617,Kimia Farma - Apotek,Tasikmalaya,Jawa Barat,4.02529832935561,419
65969,Kimia Farma - Apotek,Garut,Jawa Barat,4.025263157894738,380
66939,Kimia Farma - Apotek,Tarakan,Kalimantan Utara,4.0252032520325214,369
21840,Kimia Farma - Apotek,Pariaman,Sumatera Barat,4.0251989389920393,377
87721,Kimia Farma - Klinik-Apotek-Laboratorium,Manado,Sulawesi Utara,4.0251366120218535,366
38172,Kimia Farma - Apotek,Pontianak,Kalimantan Barat,4.0250620347394577,403
82758,Kimia Farma - Klinik-Apotek-Laboratorium,Yogyakarta,DI Yogyakarta,4.0249394673123478,413
83862,Kimia Farma - Klinik-Apotek-Laboratorium,Ternate,Maluku Utara,4.0249329758713124,373
34124,Kimia Farma - Klinik-Apotek-Laboratorium,Sibolga,Sumatera Utara,4.02480620155039,387
56229,Kimia Farma - Apotek,Palangkaraya,Kalimantan Tengah,4.0247500000000027,400
33370,Kimia Farma - Klinik-Apotek-Laboratorium,Sibolga,Sumatera Utara,4.0246648793565694,373
57177,Kimia Farma - Klinik & Apotek,Denpasar,Bali,4.0244736842105366,380
20069,Kimia Farma - Klinik-Apotek-Laboratorium,Dumai,Riau,4.024449877750607,409
75963,Kimia Farma - Klinik & Apotek,Padang Sidempuan,Sumatera Utara,4.02437810945274,402
21617,Kimia Farma - Klinik & Apotek,Denpasar,Bali,4.0242819843342028,383
65998,Kimia Farma - Klinik-Apotek-Laboratorium,Tangerang,Banten,4.0242346938775526,392
78115,Kimia Farma - Apotek,Sukabumi,Jawa Barat,4.0242268041237121,388
17254,Kimia Farma - Klinik-Apotek-Laboratorium,Garut,Jawa Barat,4.0241558441558452,385
43663,Kimia Farma - Klinik-Apotek-Laboratorium,Ambon,Maluku,4.0241025641025656,390
20476,Kimia Farma - Apotek,Bogor,Jawa Barat,4.0240208877284562,383
61885,Kimia Farma - Klinik & Apotek,Madiun,Jawa Timur,4.0238663484486894,419
16780,Kimia Farma - Klinik-Apotek-Laboratorium,Ciamis,Jawa Barat,4.02382133995037,403
68465,Kimia Farma - Klinik-Apotek-Laboratorium,Madiun,Jawa Timur,4.0238095238095255,399
45642,Kimia Farma - Apotek,Cikampek,Jawa Barat,4.0238095238095228,378
69881,Kimia Farma - Klinik & Apotek,Purwokerto,Jawa Tengah,4.0237745098039222,408
90734,Kimia Farma - Apotek,Sukabumi,Jawa Barat,4.0237623762376273,404
48261,Kimia Farma - Klinik-Apotek-Laboratorium,Pontianak,Kalimantan Barat,4.0237467018469655,379
90692,Kimia Farma - Apotek,Denpasar,Bali,4.0236914600550957,363
80525,Kimia Farma - Apotek,Subang,Jawa Barat,4.0236907730673321,401
92169,Kimia Farma - Klinik-Apotek-Laboratorium,Batam,Kepulauan Riau,4.0236413043478239,368
82832,Kimia Farma - Apotek,Purwakarta,Jawa Barat,4.0235955056179753,356
33317,Kimia Farma - Klinik-Apotek-Laboratorium,Balikpapan,Kalimantan Timur,4.0235135135135129,370
61064,Kimia Farma - Klinik-Apotek-Laboratorium,Surabaya,Jawa Timur,4.0234693877551031,392
92582,Kimia Farma - Apotek,Sibolga,Sumatera Utara,4.0233870967741954,372
46789,Kimia Farma - Klinik-Apotek-Laboratorium,Malang,Jawa Timur,4.0232736572890033,391
40399,Kimia Farma - Klinik-Apotek-Laboratorium,Palangkaraya,Kalimantan Tengah,4.0232189973614769,379
15418,Kimia Farma - Klinik & Apotek,Pematangsiantar,Sumatera Utara,4.0232044198895025,362
12056,Kimia Farma - Apotek,Pariaman,Sumatera Barat,4.0230971128608921,381
68330,Kimia Farma - Klinik-Apotek-Laboratorium,Magelang,Jawa Tengah,4.0230769230769194,416
82315,Kimia Farma - Apotek,Bogor,Jawa Barat,4.0230392156862731,408
26125,Kimia Farma - Klinik & Apotek,Denpasar,Bali,4.0230379746835441,395
94051,Kimia Farma - Apotek,Gorontalo,Gorontalo,4.0230179028132982,391
87344,Kimia Farma - Apotek,Semarang,Jawa Tengah,4.0230000000000015,400
59765,Kimia Farma - Apotek,Garut,Jawa Barat,4.0229064039408859,406
71130,Kimia Farma - Apotek,Probolinggo,Jawa Timur,4.0228882833787454,367
29144,Kimia Farma - Klinik-Apotek-Laboratorium,Payakumbuh,Sumatera Barat,4.0228723404255291,376
58753,Kimia Farma - Klinik-Apotek-Laboratorium,Banjarmasin,Kalimantan Selatan,4.0227383863080695,409
25963,Kimia Farma - Klinik-Apotek-Laboratorium,Padang Sidempuan,Sumatera Utara,4.0226775956284175,366
18950,Kimia Farma - Klinik & Apotek,Probolinggo,Jawa Timur,4.0226415094339671,371
32224,Kimia Farma - Klinik-Apotek-Laboratorium,Bandung,Jawa Barat,4.0225974025974036,385
83792,Kimia Farma - Klinik & Apotek,Mataram,Nusa Tenggara Barat,4.0225000000000009,360
38307,Kimia Farma - Klinik-Apotek-Laboratorium,Jakarta,DKI Jakarta,4.0224806201550418,387
68063,Kimia Farma - Klinik-Apotek-Laboratorium,Ternate,Maluku Utara,4.0224489795918368,343
61789,Kimia Farma - Apotek,Tasikmalaya,Jawa Barat,4.022409638554219,415
25069,Kimia Farma - Klinik-Apotek-Laboratorium,Purwakarta,Jawa Barat,4.022332506203476,403
99409,Kimia Farma - Apotek,Bekasi,Jawa Barat,4.0221635883905025,379
14693,Kimia Farma - Apotek,Karawang,Jawa Barat,4.0221635883905016,379
25318,Kimia Farma - Klinik & Apotek,Banjarmasin,Kalimantan Selatan,4.0220963172804529,353
44780,Kimia Farma - Klinik & Apotek,Ambon,Maluku,4.0220512820512866,390
56918,Kimia Farma - Apotek,Purwakarta,Jawa Barat,4.0220512820512813,390
20382,Kimia Farma - Apotek,Batam,Kepulauan Riau,4.0219321148825076,383
37012,Kimia Farma - Apotek,Bandung,Jawa Barat,4.02189781021898,411
92755,Kimia Farma - Apotek,Bekasi,Jawa Barat,4.0218527315914505,421
94852,Kimia Farma - Klinik & Apotek,Tebing Tinggi,Sumatera Utara,4.0218508997429305,389
19033,Kimia Farma - Klinik & Apotek,Denpasar,Bali,4.0217277486911041,382
28136,Kimia Farma - Klinik-Apotek-Laboratorium,Magelang,Jawa Tengah,4.0216145833333368,384
64100,Kimia Farma - Klinik & Apotek,Karawang,Jawa Barat,4.02153846153846,390
24963,Kimia Farma - Apotek,Purwakarta,Jawa Barat,4.0215130023640668,423
12715,Kimia Farma - Klinik-Apotek-Laboratorium,Samarinda,Kalimantan Timur,4.02142857142857,392
12271,Kimia Farma - Klinik & Apotek,Magelang,Jawa Tengah,4.0214111922141145,411
60201,Kimia Farma - Klinik-Apotek-Laboratorium,Garut,Jawa Barat,4.0214111922141136,411
23027,Kimia Farma - Klinik & Apotek,Denpasar,Bali,4.0213888888888887,360
17059,Kimia Farma - Klinik-Apotek-Laboratorium,Ambon,Maluku,4.0212713936430307,409
70985,Kimia Farma - Apotek,Manado,Sulawesi Utara,4.021256038647345,414
14845,Kimia Farma - Klinik-Apotek-Laboratorium,Mataram,Nusa Tenggara Barat,4.0210674157303412,356
64120,Kimia Farma - Klinik & Apotek,Lhokseumawe,Aceh,4.0210396039603955,404
31667,Kimia Farma - Klinik-Apotek-Laboratorium,Tasikmalaya,Jawa Barat,4.0210280373831759,428
98715,Kimia Farma - Klinik & Apotek,Pangkalpinang,Bangka Belitung,4.0209026128266068,421
90277,Kimia Farma - Apotek,Sorong,Papua Barat,4.0208000000000022,375
89767,Kimia Farma - Klinik & Apotek,Denpasar,Bali,4.020782396088018,409
54372,Kimia Farma - Apotek,Padang,Sumatera Barat,4.0205882352941158,374
67807,Kimia Farma - Apotek,Tanjungpinang,Kepulauan Riau,4.020537897310513,409
89265,Kimia Farma - Klinik & Apotek,Makassar,Sulawesi Selatan,4.02051282051282,351
98349,Kimia Farma - Klinik & Apotek,Magelang,Jawa Tengah,4.0204134366925075,387
37191,Kimia Farma - Apotek,Bima,Nusa Tenggara Barat,4.0204081632653086,392
49520,Kimia Farma - Apotek,Subang,Jawa Barat,4.0203703703703706,378
59354,Kimia Farma - Klinik-Apotek-Laboratorium,Dumai,Riau,4.0202127659574476,376
82240,Kimia Farma - Apotek,Tasikmalaya,Jawa Barat,4.0202046035805648,391
61880,Kimia Farma - Apotek,Sibolga,Sumatera Utara,4.0202020202020208,396
80068,Kimia Farma - Klinik-Apotek-Laboratorium,Cilacap,Jawa Tengah,4.0201591511936314,377
60936,Kimia Farma - Apotek,Subang,Jawa Barat,4.0201030927835077,388
35659,Kimia Farma - Klinik & Apotek,Manado,Sulawesi Utara,4.0200992555831281,403
45521,Kimia Farma - Klinik & Apotek,Pekanbaru,Riau,4.0198453608247426,388
30749,Kimia Farma - Klinik & Apotek,Karawang,Jawa Barat,4.019839142091155,373
84863,Kimia Farma - Klinik-Apotek-Laboratorium,Kendari,Sulawesi Tenggara,4.0197969543147209,394
16579,Kimia Farma - Klinik & Apotek,Tanjungpinang,Kepulauan Riau,4.0197831978319787,369
59559,Kimia Farma - Apotek,Yogyakarta,DI Yogyakarta,4.0197149643705457,421
88319,Kimia Farma - Apotek,Sibolga,Sumatera Utara,4.0197142857142865,350
34673,Kimia Farma - Klinik & Apotek,Cilacap,Jawa Tengah,4.0196721311475425,366
55847,Kimia Farma - Apotek,Subang,Jawa Barat,4.0196078431372548,408
52148,Kimia Farma - Klinik-Apotek-Laboratorium,Tebing Tinggi,Sumatera Utara,4.0195431472081218,394
48250,Kimia Farma - Klinik & Apotek,Semarang,Jawa Tengah,4.01945137157107,401
61185,Kimia Farma - Apotek,Sibolga,Sumatera Utara,4.0193954659949656,397
67421,Kimia Farma - Apotek,Bontang,Kalimantan Timur,4.0193717277486938,382
92261,Kimia Farma - Apotek,Subang,Jawa Barat,4.0192982456140314,399
36600,Kimia Farma - Klinik-Apotek-Laboratorium,Palu,Sulawesi Tengah,4.0192934782608694,368
69603,Kimia Farma - Klinik & Apotek,Jakarta,DKI Jakarta,4.0191326530612246,392
75976,Kimia Farma - Apotek,Yogyakarta,DI Yogyakarta,4.0190839694656493,393
25830,Kimia Farma - Klinik-Apotek-Laboratorium,Cirebon,Jawa Barat,4.01903485254692,373
35930,Kimia Farma - Apotek,Tasikmalaya,Jawa Barat,4.0189999999999975,400
46146,Kimia Farma - Klinik & Apotek,Tomohon,Sulawesi Utara,4.0189189189189172,407
66608,Kimia Farma - Klinik-Apotek-Laboratorium,Jakarta,DKI Jakarta,4.0189189189189163,370
62399,Kimia Farma - Klinik-Apotek-Laboratorium,Probolinggo,Jawa Timur,4.0188481675392662,382
81599,Kimia Farma - Klinik-Apotek-Laboratorium,Lhokseumawe,Aceh,4.0188010899182576,367
92568,Kimia Farma - Klinik-Apotek-Laboratorium,Palangkaraya,Kalimantan Tengah,4.0188010899182567,367
21204,Kimia Farma - Klinik & Apotek,Sibolga,Sumatera Utara,4.0187335092348277,379
63103,Kimia Farma - Apotek,Pematangsiantar,Sumatera Utara,4.0186635944700475,434
22859,Kimia Farma - Klinik-Apotek-Laboratorium,Tasikmalaya,Jawa Barat,4.0186224489795919,392
23782,Kimia Farma - Klinik & Apotek,Bitung,Sulawesi Utara,4.018622448979591,392
41343,Kimia Farma - Apotek,Semarang,Jawa Tengah,4.018617021276599,376
20004,Kimia Farma - Klinik & Apotek,Sorong,Papua Barat,4.0185863874345538,382
71261,Kimia Farma - Klinik & Apotek,Langsa,Aceh,4.0185750636132349,393
50780,Kimia Farma - Apotek,Bitung,Sulawesi Utara,4.0185483870967724,372
25780,Kimia Farma - Klinik & Apotek,Surabaya,Jawa Timur,4.0185000000000013,400
23278,Kimia Farma - Klinik-Apotek-Laboratorium,Palembang,Sumatera Selatan,4.0184275184275178,407
25862,Kimia Farma - Klinik-Apotek-Laboratorium,Cirebon,Jawa Barat,4.01841432225064,391
73710,Kimia Farma - Apotek,Probolinggo,Jawa Timur,4.018396226415093,424
50787,Kimia Farma - Klinik & Apotek,Mataram,Nusa Tenggara Barat,4.0183783783783777,370
33955,Kimia Farma - Klinik & Apotek,Gorontalo,Gorontalo,4.0183574879227049,414
79763,Kimia Farma - Klinik & Apotek,Sukabumi,Jawa Barat,4.0183246073298422,382
21423,Kimia Farma - Klinik-Apotek-Laboratorium,Tomohon,Sulawesi Utara,4.0182989690721644,388
49927,Kimia Farma - Apotek,Surabaya,Jawa Timur,4.0181818181818194,374
99657,Kimia Farma - Klinik-Apotek-Laboratorium,Madiun,Jawa Timur,4.0181571815718149,369
25624,Kimia Farma - Apotek,Semarang,Jawa Tengah,4.0181360201511342,397
62222,Kimia Farma - Klinik & Apotek,Probolinggo,Jawa Timur,4.0181159420289871,414
35689,Kimia Farma - Klinik-Apotek-Laboratorium,Tomohon,Sulawesi Utara,4.0180246913580229,405
43614,Kimia Farma - Apotek,Cikampek,Jawa Barat,4.0180246913580211,405
46706,Kimia Farma - Klinik-Apotek-Laboratorium,Garut,Jawa Barat,4.018020304568525,394
65902,Kimia Farma - Apotek,Balikpapan,Kalimantan Timur,4.0179687500000023,384
30410,Kimia Farma - Apotek,Semarang,Jawa Tengah,4.01792207792208,385
22797,Kimia Farma - Apotek,Palangkaraya,Kalimantan Tengah,4.0179028132992363,391
28114,Kimia Farma - Apotek,Purwakarta,Jawa Barat,4.0177777777777779,360
96462,Kimia Farma - Apotek,Semarang,Jawa Tengah,4.0177777777777752,360
52108,Kimia Farma - Klinik & Apotek,Jayapura,Papua,4.017631578947368,380
13953,Kimia Farma - Apotek,Ternate,Maluku Utara,4.0176039119804372,409
40344,Kimia Farma - Klinik-Apotek-Laboratorium,Bekasi,Jawa Barat,4.0174242424242435,396
56155,Kimia Farma - Klinik & Apotek,Ambon,Maluku,4.0174142480211072,379
49876,Kimia Farma - Klinik-Apotek-Laboratorium,Purwokerto,Jawa Tengah,4.0173575129533692,386
48997,Kimia Farma - Apotek,Padang,Sumatera Barat,4.0173366834170805,398
62091,Kimia Farma - Klinik-Apotek-Laboratorium,Kendari,Sulawesi Tenggara,4.0173126614987122,387
16033,Kimia Farma - Klinik & Apotek,Garut,Jawa Barat,4.0172413793103461,406
93878,Kimia Farma - Apotek,Semarang,Jawa Tengah,4.017195767195763,378
37395,Kimia Farma - Klinik & Apotek,Manado,Sulawesi Utara,4.0171874999999977,384
86806,Kimia Farma - Klinik & Apotek,Surabaya,Jawa Timur,4.017061611374408,422
58354,Kimia Farma - Apotek,Bitung,Sulawesi Utara,4.0170212765957425,423
59571,Kimia Farma - Klinik-Apotek-Laboratorium,Tarakan,Kalimantan Utara,4.0169811320754709,371
63411,Kimia Farma - Klinik & Apotek,Magelang,Jawa Tengah,4.0169761273209543,377
92899,Kimia Farma - Apotek,Dumai,Riau,4.0169451073985707,419
93096,Kimia Farma - Klinik-Apotek-Laboratorium,Pariaman,Sumatera Barat,4.0168831168831147,385
49244,Kimia Farma - Klinik-Apotek-Laboratorium,Semarang,Jawa Tengah,4.0168765743073056,397
15144,Kimia Farma - Klinik & Apotek,Mataram,Nusa Tenggara Barat,4.0168704156479214,409
99156,Kimia Farma - Klinik-Apotek-Laboratorium,Tangerang,Banten,4.0168539325842731,356
46468,Kimia Farma - Apotek,Bima,Nusa Tenggara Barat,4.0167958656330764,387
57562,Kimia Farma - Apotek,Probolinggo,Jawa Timur,4.0167865707434043,417
58219,Kimia Farma - Apotek,Magelang,Jawa Tengah,4.0167613636363617,352
23991,Kimia Farma - Klinik-Apotek-Laboratorium,Purwakarta,Jawa Barat,4.0167512690355345,394
73925,Kimia Farma - Apotek,Gorontalo,Gorontalo,4.0165048543689306,412
73625,Kimia Farma - Apotek,Kotamobagu,Sulawesi Utara,4.01649214659686,382
99564,Kimia Farma - Klinik & Apotek,Batam,Kepulauan Riau,4.0164524421593839,389
48567,Kimia Farma - Klinik-Apotek-Laboratorium,Balikpapan,Kalimantan Timur,4.01645244215938,389
50537,Kimia Farma - Klinik & Apotek,Balikpapan,Kalimantan Timur,4.0164062499999966,384
87381,Kimia Farma - Klinik & Apotek,Tanjungpinang,Kepulauan Riau,4.0163855421686714,415
84213,Kimia Farma - Apotek,Gorontalo,Gorontalo,4.0163841807909559,354
20698,Kimia Farma - Klinik & Apotek,Magelang,Jawa Tengah,4.01634146341464,410
70673,Kimia Farma - Klinik-Apotek-Laboratorium,Makassar,Sulawesi Selatan,4.0161849710982631,346
70508,Kimia Farma - Klinik & Apotek,Ciamis,Jawa Barat,4.0161764705882375,408
71066,Kimia Farma - Klinik-Apotek-Laboratorium,Sukabumi,Jawa Barat,4.01615925058548,427
31576,Kimia Farma - Klinik-Apotek-Laboratorium,Pariaman,Sumatera Barat,4.0161290322580676,372
29203,Kimia Farma - Apotek,Tasikmalaya,Jawa Barat,4.0160098522167456,406
76154,Kimia Farma - Apotek,Semarang,Jawa Tengah,4.0158924205378952,409
66421,Kimia Farma - Apotek,Balikpapan,Kalimantan Timur,4.015853658536586,410
81651,Kimia Farma - Apotek,Bitung,Sulawesi Utara,4.0158333333333323,360
50346,Kimia Farma - Klinik-Apotek-Laboratorium,Padang Sidempuan,Sumatera Utara,4.0158311345646451,379
15943,Kimia Farma - Klinik & Apotek,Surabaya,Jawa Timur,4.0158291457286444,398
57911,Kimia Farma - Klinik & Apotek,Medan,Sumatera Utara,4.0156250000000018,416
87218,Kimia Farma - Klinik-Apotek-Laboratorium,Samarinda,Kalimantan Timur,4.0155844155844154,385
20261,Kimia Farma - Apotek,Garut,Jawa Barat,4.0155263157894732,380
82336,Kimia Farma - Apotek,Sibolga,Sumatera Utara,4.0155124653739582,361
27256,Kimia Farma - Klinik & Apotek,Jayapura,Papua,4.0154241645244229,389
34260,Kimia Farma - Klinik & Apotek,Tangerang,Banten,4.0153846153846171,377
19046,Kimia Farma - Klinik-Apotek-Laboratorium,Langsa,Aceh,4.015284974093265,386
19224,Kimia Farma - Apotek,Purwakarta,Jawa Barat,4.015217391304347,414
11933,Kimia Farma - Klinik & Apotek,Pariaman,Sumatera Barat,4.015193370165747,362
21949,Kimia Farma - Klinik-Apotek-Laboratorium,Tomohon,Sulawesi Utara,4.0151670951156824,389
15796,Kimia Farma - Klinik-Apotek-Laboratorium,Gorontalo,Gorontalo,4.0151442307692315,416
98907,Kimia Farma - Apotek,Gorontalo,Gorontalo,4.0150753768844227,398
66025,Kimia Farma - Klinik-Apotek-Laboratorium,Surabaya,Jawa Timur,4.0149999999999988,400
31080,Kimia Farma - Klinik-Apotek-Laboratorium,Karawang,Jawa Barat,4.0149732620320862,374
77490,Kimia Farma - Klinik-Apotek-Laboratorium,Gorontalo,Gorontalo,4.0148514851485135,404
35721,Kimia Farma - Klinik-Apotek-Laboratorium,Pangkalpinang,Bangka Belitung,4.01483253588517,418
19827,Kimia Farma - Klinik & Apotek,Tarakan,Kalimantan Utara,4.0148241206030182,398
19920,Kimia Farma - Klinik-Apotek-Laboratorium,Tanjungpinang,Kepulauan Riau,4.0148044692737423,358
41814,Kimia Farma - Klinik & Apotek,Subang,Jawa Barat,4.0147971360381884,419
99554,Kimia Farma - Klinik-Apotek-Laboratorium,Garut,Jawa Barat,4.0147368421052629,380
45077,Kimia Farma - Klinik & Apotek,Karawang,Jawa Barat,4.0146341463414617,369
30842,Kimia Farma - Apotek,Dumai,Riau,4.0145604395604382,364
23647,Kimia Farma - Apotek,Semarang,Jawa Tengah,4.0145584725536985,419
53959,Kimia Farma - Apotek,Ternate,Maluku Utara,4.0145539906103291,426
72458,Kimia Farma - Klinik-Apotek-Laboratorium,Kupang,Nusa Tenggara Timur,4.0144927536231885,414
76853,Kimia Farma - Klinik-Apotek-Laboratorium,Palu,Sulawesi Tengah,4.01439588688946,389
19429,Kimia Farma - Apotek,Jambi,Jambi,4.0142857142857116,413
78794,Kimia Farma - Klinik-Apotek-Laboratorium,Bontang,Kalimantan Timur,4.0142493638676848,393
83589,Kimia Farma - Apotek,Cianjur,Jawa Barat,4.0142156862745084,408
88276,Kimia Farma - Klinik-Apotek-Laboratorium,Balikpapan,Kalimantan Timur,4.0141388174807178,389
41261,Kimia Farma - Apotek,Deli Serdang,Sumatera Utara,4.0140000000000029,400
52775,Kimia Farma - Klinik-Apotek-Laboratorium,Subang,Jawa Barat,4.0138461538461563,390
64080,Kimia Farma - Apotek,Batam,Kepulauan Riau,4.0138014527845041,413
60617,Kimia Farma - Klinik & Apotek,Ternate,Maluku Utara,4.01360201511335,397
31737,Kimia Farma - Apotek,Mataram,Nusa Tenggara Barat,4.0135514018691554,428
55566,Kimia Farma - Klinik & Apotek,Bandung,Jawa Barat,4.0135338345864637,399
49688,Kimia Farma - Klinik-Apotek-Laboratorium,Pangkalpinang,Bangka Belitung,4.0134210526315783,380
50307,Kimia Farma - Klinik-Apotek-Laboratorium,Sibolga,Sumatera Utara,4.0133971291866066,418
87281,Kimia Farma - Apotek,Semarang,Jawa Tengah,4.0133514986376033,367
66935,Kimia Farma - Klinik & Apotek,Madiun,Jawa Timur,4.01331592689295,383
18786,Kimia Farma - Apotek,Banjarmasin,Kalimantan Selatan,4.0132978723404253,376
49947,Kimia Farma - Klinik & Apotek,Kupang,Nusa Tenggara Timur,4.0132701421800956,422
45962,Kimia Farma - Apotek,Tasikmalaya,Jawa Barat,4.013265306122447,392
65529,Kimia Farma - Klinik-Apotek-Laboratorium,Ciamis,Jawa Barat,4.0132625994694973,377
34888,Kimia Farma - Klinik & Apotek,Banda Aceh,Aceh,4.0132467532467535,385
68676,Kimia Farma - Klinik & Apotek,Indramayu,Jawa Barat,4.0132315521628481,393
69761,Kimia Farma - Apotek,Subang,Jawa Barat,4.01321695760598,401
96468,Kimia Farma - Klinik & Apotek,Medan,Sumatera Utara,4.013186813186814,364
41749,Kimia Farma - Apotek,Deli Serdang,Sumatera Utara,4.0131782945736463,387
17138,Kimia Farma - Apotek,Makassar,Sulawesi Selatan,4.01313868613139,411
20505,Kimia Farma - Apotek,Cilacap,Jawa Tengah,4.0129675810473815,401
88089,Kimia Farma - Apotek,Indramayu,Jawa Barat,4.0129629629629617,378
70956,Kimia Farma - Klinik-Apotek-Laboratorium,Lhokseumawe,Aceh,4.0129353233830853,402
29281,Kimia Farma - Apotek,Banjarmasin,Kalimantan Selatan,4.0128959276018072,442
24801,Kimia Farma - Klinik-Apotek-Laboratorium,Semarang,Jawa Tengah,4.0128953771289586,411
43109,Kimia Farma - Klinik-Apotek-Laboratorium,Kendari,Sulawesi Tenggara,4.0128534704370189,389
14588,Kimia Farma - Klinik & Apotek,Subang,Jawa Barat,4.0128205128205146,429
23201,Kimia Farma - Klinik & Apotek,Bekasi,Jawa Barat,4.0127717391304341,368
12333,Kimia Farma - Apotek,Tarakan,Kalimantan Utara,4.012640449438206,356
16527,Kimia Farma - Klinik-Apotek-Laboratorium,Balikpapan,Kalimantan Timur,4.0126373626373661,364
18387,Kimia Farma - Klinik-Apotek-Laboratorium,Tebing Tinggi,Sumatera Utara,4.0126237623762355,404
35596,Kimia Farma - Klinik-Apotek-Laboratorium,Denpasar,Bali,4.0125326370757142,383
31664,Kimia Farma - Klinik-Apotek-Laboratorium,Garut,Jawa Barat,4.0124999999999984,384
53629,Kimia Farma - Klinik-Apotek-Laboratorium,Kotamobagu,Sulawesi Utara,4.0123919308357348,347
50821,Kimia Farma - Apotek,Deli Serdang,Sumatera Utara,4.0123684210526331,380
52619,Kimia Farma - Klinik-Apotek-Laboratorium,Yogyakarta,DI Yogyakarta,4.0123393316195353,389
54078,Kimia Farma - Apotek,Purwokerto,Jawa Tengah,4.0123287671232886,365
11079,Kimia Farma - Klinik & Apotek,Purwokerto,Jawa Tengah,4.0121883656509683,361
66651,Kimia Farma - Klinik & Apotek,Batam,Kepulauan Riau,4.01217616580311,386
95697,Kimia Farma - Klinik & Apotek,Deli Serdang,Sumatera Utara,4.0121387283237029,346
49726,Kimia Farma - Apotek,Jayapura,Papua,4.0121134020618543,388
28422,Kimia Farma - Apotek,Pariaman,Sumatera Barat,4.0119592875318046,393
63116,Kimia Farma - Klinik-Apotek-Laboratorium,Ciamis,Jawa Barat,4.0119106699751894,403
64433,Kimia Farma - Klinik & Apotek,Bandung,Jawa Barat,4.0118932038834938,412
33932,Kimia Farma - Klinik & Apotek,Jakarta,DKI Jakarta,4.0118686868686861,396
20835,Kimia Farma - Klinik-Apotek-Laboratorium,Jayapura,Papua,4.0117801047120434,382
85287,Kimia Farma - Apotek,Sorong,Papua Barat,4.0117493472584878,383
18921,Kimia Farma - Klinik-Apotek-Laboratorium,Tanjungpinang,Kepulauan Riau,4.0117493472584869,383
87583,Kimia Farma - Apotek,Surabaya,Jawa Timur,4.0116343490304693,361
18130,Kimia Farma - Klinik & Apotek,Sukabumi,Jawa Barat,4.01159793814433,388
54754,Kimia Farma - Klinik & Apotek,Purwakarta,Jawa Barat,4.0115485564304461,381
79811,Kimia Farma - Klinik-Apotek-Laboratorium,Pekanbaru,Riau,4.0115384615384642,416
60964,Kimia Farma - Apotek,Pariaman,Sumatera Barat,4.01149732620321,374
20788,Kimia Farma - Klinik-Apotek-Laboratorium,Banjarmasin,Kalimantan Selatan,4.0114795918367374,392
47342,Kimia Farma - Apotek,Padang Sidempuan,Sumatera Utara,4.01147132169576,401
74125,Kimia Farma - Apotek,Subang,Jawa Barat,4.011444141689374,367
